Loan no,Dependents,Graduate,Self_employed,bnf_income,co_bnf_income,loan_amt,loan_term,cred_hist,property_worth,property_area,loan_status
8316,1,1,0,6060,11866,81000,180,0,448000,1,1
8317,0,1,1,471,18491,143000,60,1,71000,1,1
8318,1,1,0,7540,8285,142000,120,0,98000,1,1
8319,1,1,0,2249,8374,66000,60,1,266000,2,1
8320,0,0,1,7807,8324,54000,120,1,159000,0,1
8321,3,0,1,4736,1201,104000,180,0,241000,2,0
8322,1,0,0,14630,4237,139000,240,0,441000,2,1
8323,0,1,0,12832,8722,26000,240,1,407000,2,1
8324,3,0,0,4959,4715,133000,120,1,415000,1,0
8325,1,0,0,13858,481,71000,180,1,349000,0,1
8326,2,0,1,9949,3442,51000,180,0,5000,0,0
8327,3,1,1,6451,767,13000,240,1,21000,1,1
8328,5,0,0,6901,3539,116000,180,0,382000,2,0
8329,0,0,1,17954,9943,96000,180,1,29000,0,1
8330,0,1,1,7044,4746,26000,180,0,352000,1,1
8331,2,0,1,9882,9972,107000,60,1,301000,0,1
8332,1,0,0,2671,15829,76000,240,0,43000,1,0
8333,5,1,0,19468,2645,4000,180,1,287000,1,1
8334,5,0,1,8554,15336,73000,120,0,340000,2,0
8335,0,1,1,5809,3711,32000,180,1,41000,2,1
8336,2,0,1,4989,18431,99000,180,1,480000,1,1
8337,3,0,0,8589,1874,144000,180,0,123000,0,0
8338,1,1,1,6307,179,42000,240,1,468000,2,1
8339,4,0,1,8375,2462,23000,240,1,79000,1,1
8340,5,1,1,1780,13903,6000,180,0,336000,1,0
8341,5,0,1,10008,5974,73000,240,1,321000,2,1
8342,3,0,1,9797,17476,123000,180,0,220000,0,0
8343,3,0,0,8369,4709,64000,240,0,43000,2,0
8344,3,1,1,2862,14300,143000,180,0,58000,0,0
8345,2,0,1,15458,3488,133000,180,1,97000,0,1
8346,3,1,1,3853,10764,97000,240,0,204000,0,0
8347,5,0,0,2504,6332,1000,120,1,224000,1,0
8348,1,0,1,14120,5421,69000,240,1,352000,2,1
8349,0,0,1,18662,1089,67000,120,1,277000,0,1
8350,4,1,0,3160,5324,115000,120,1,161000,1,1
8351,3,0,0,17415,4318,135000,240,0,208000,0,0
8352,2,0,0,10691,18783,142000,120,0,48000,2,1
8353,2,0,1,1602,4766,30000,120,1,106000,1,1
8354,2,0,1,18122,5083,72000,240,0,452000,0,0
8355,0,1,0,18206,4794,137000,180,1,7000,1,1
8356,2,0,0,19332,2372,34000,240,0,286000,2,1
8357,3,1,0,12119,7025,125000,120,1,419000,2,1
8358,5,1,1,1418,15076,70000,60,0,97000,1,0
8359,0,0,0,6177,5558,45000,120,0,320000,0,0
8360,0,0,1,3188,2495,12000,60,1,32000,0,1
8361,5,1,0,11149,10728,72000,180,0,300000,1,0
8362,2,0,1,3747,13765,44000,240,1,457000,2,1
8363,2,0,0,18954,6759,42000,60,0,424000,2,1
8364,1,1,1,1728,8265,28000,180,0,189000,0,1
8365,1,0,0,5741,6180,122000,60,0,92000,1,0
8366,5,0,1,8581,305,30000,240,0,357000,1,0
8367,3,0,1,243,19930,17000,60,1,53000,0,0
8368,1,0,1,5402,10575,137000,180,1,112000,0,1
8369,1,1,0,6181,19772,137000,60,0,68000,1,1
8370,0,1,0,17794,9519,65000,120,0,332000,2,1
8371,2,1,0,9853,6862,109000,60,1,484000,2,1
8372,2,1,0,19926,7537,139000,180,0,102000,0,0
8373,3,0,0,3816,952,2000,180,0,238000,0,0
8374,5,1,1,12914,16281,16000,180,1,109000,2,1
8375,0,0,1,1644,9592,123000,180,1,143000,1,1
8376,5,1,0,11278,1028,62000,240,0,422000,0,0
8377,4,0,1,5291,6295,86000,240,0,483000,1,0
8378,4,0,1,14479,4222,14000,240,0,306000,0,0
8379,2,1,1,7272,862,148000,120,0,348000,1,1
8380,4,0,0,14335,17105,144000,180,1,144000,2,1
8381,2,1,0,265,16361,72000,120,0,410000,0,0
8382,2,1,0,2105,11072,62500,120,1,110000,0,1
8383,2,1,1,5725,6140,53000,120,0,373000,0,1
8384,3,0,1,6058,7348,3000,120,0,386000,0,0
8385,2,1,1,447,11797,124000,180,0,50000,1,1
8386,5,0,0,13108,5558,100000,120,0,401000,0,0
8387,3,0,1,11867,9506,62000,180,1,382000,1,1
8388,4,1,1,7860,10238,33000,60,1,122000,2,1
8389,5,1,1,18897,12852,38000,120,0,108000,0,0
8390,5,0,0,3525,9867,56000,60,0,382000,1,0
8391,0,1,0,8632,20,65000,60,1,82000,1,1
8392,4,0,1,3141,9620,53000,120,1,348000,1,1
8393,5,0,1,15556,10900,68000,120,1,382000,0,0
8394,3,1,0,3865,3038,131000,120,1,140000,2,1
8395,1,1,0,10985,713,16000,180,1,26000,2,1
8396,0,1,0,11692,2574,17000,120,1,309000,0,1
8397,4,1,1,17506,3383,140000,180,0,137000,0,0
8398,4,1,1,6621,4384,117000,180,0,458000,1,0
8399,2,0,1,6317,6540,100000,240,1,311000,0,1
8400,4,0,1,17114,536,22000,60,0,360000,0,0
8401,3,1,1,8857,19057,116000,180,1,484000,1,1
8402,5,1,0,17447,1241,109000,60,0,301000,2,0
8403,2,1,0,15522,4958,88000,180,1,349000,0,1
8404,3,0,1,9411,5364,105000,60,0,424000,1,0
8405,0,0,1,10267,8365,56000,120,0,247000,2,1
8406,2,1,0,19788,6115,110000,60,0,362000,2,1
8407,5,0,0,3726,2514,102000,180,0,319000,2,0
8408,2,0,0,609,5878,53000,180,1,164000,0,1
8409,5,1,0,11488,13033,91000,120,1,429000,1,1
8410,0,1,0,10856,10925,40000,60,0,394000,2,1
8411,1,0,0,183,9775,11000,240,1,260000,1,1
8412,4,1,1,8304,14887,18000,180,0,10000,0,0
8413,5,1,0,6304,12309,76000,60,1,342000,1,1
8414,0,1,0,10617,1273,62000,240,0,56000,1,1
8415,1,1,1,15499,10578,11000,240,1,289000,2,1
8416,1,0,1,1171,6690,48000,60,0,293000,0,0
8417,3,0,1,11577,5848,55000,120,1,302000,2,1
8418,5,1,1,4260,18879,52000,120,0,334000,0,0
8419,2,1,1,4185,7913,140000,120,1,148000,2,1
8420,0,1,1,9005,11226,95000,60,0,52000,2,1
8421,3,0,0,13775,13675,5000,120,0,36000,1,0
8422,5,0,0,6606,4040,3000,120,0,149000,1,0
8423,2,0,1,4534,1369,147000,120,0,47000,2,0
8424,0,1,1,10889,12530,85000,180,0,196000,1,1
8425,0,0,1,12807,28,112000,240,0,215000,1,1
8426,0,1,0,16164,11795,97000,240,0,196000,0,0
8427,5,1,0,5977,8442,112000,60,0,435000,1,0
8428,5,0,1,9587,2148,65000,240,1,46000,2,1
8429,1,1,0,11211,15980,83000,60,1,21000,0,1
8430,4,1,1,2645,11508,23000,180,1,181000,0,1
8431,2,1,1,544,15701,60000,120,1,37000,0,1
8432,3,0,1,8348,1947,24000,180,1,110000,2,1
8433,2,0,1,2345,9778,142000,120,1,291000,1,1
8434,4,0,1,5362,9520,27000,240,1,152000,2,1
8435,3,1,1,3945,2765,74000,120,0,16000,1,0
8436,3,1,1,11354,5721,122000,120,0,89000,0,0
8437,4,0,0,17140,13814,72000,180,0,354000,2,0
8438,5,0,0,8949,4162,137000,120,0,461000,1,0
8439,2,0,0,2456,3347,113000,60,1,270000,2,1
8440,2,0,0,3173,10193,81000,120,1,308000,0,1
8441,2,0,1,3873,14230,36000,60,0,66000,0,0
8442,1,1,0,4407,5529,129000,60,0,490000,2,1
8443,0,0,1,2200,6800,66000,180,1,478000,2,1
8444,5,0,0,8476,10349,95000,60,0,482000,2,0
8445,5,1,1,8651,548,111000,120,1,365000,2,1
8446,4,0,1,4087,823,148000,120,0,459000,0,0
8447,5,1,1,4210,10751,85000,60,1,332000,1,1
8448,5,1,0,12446,5866,40000,120,0,42000,1,0
8449,2,0,1,16144,10694,83000,240,0,240000,2,1
8450,5,0,0,12634,180,24000,60,1,257000,1,0
8451,5,0,1,14680,12528,128000,120,0,305000,2,0
8452,0,0,1,12081,4631,13000,60,1,319000,0,1
8453,1,1,1,5489,1589,38000,120,0,439000,0,1
8454,2,0,0,4614,10201,121000,240,0,372000,1,0
8455,4,1,0,9917,4902,128000,240,0,71000,1,0
8456,3,1,0,8639,6298,149000,60,0,330000,2,0
8457,2,0,0,918,4063,116000,60,1,428000,0,1
8458,0,0,0,262,4582,2000,180,0,73000,1,0
8459,1,0,1,2010,11866,67000,180,0,131000,2,1
8460,5,0,0,1587,19531,68000,120,0,355000,1,0
8461,5,1,0,6920,11013,61000,240,1,460000,0,0
8462,5,0,1,1930,1997,123000,120,0,409000,2,0
8463,4,0,1,8586,8726,54000,240,0,30000,2,0
8464,3,1,0,10944,4823,69000,240,0,57000,2,0
8465,0,0,0,1525,12829,118000,60,0,62000,2,1
8466,0,1,0,10788,12148,8000,60,1,275000,1,1
8467,5,1,1,10063,15451,1000,120,0,411000,1,0
8468,4,0,1,8795,16094,64000,120,0,298000,1,0
8469,2,0,0,8592,10353,72000,120,0,257000,0,0
8470,0,0,1,2539,5686,3000,60,1,38000,0,1
8471,3,1,0,7595,6651,85000,60,1,275000,2,1
8472,1,1,1,2140,18933,33000,240,0,64000,1,1
8473,2,1,0,15886,11263,90000,120,0,446000,1,1
8474,5,1,1,1244,6306,77000,60,0,164000,1,0
8475,1,1,0,6824,7584,74000,240,0,176000,0,0
8476,0,1,1,1985,5925,88000,180,0,474000,2,1
8477,0,0,1,10026,1847,97000,60,1,120000,1,1
8478,3,1,1,15988,18235,58000,120,1,164000,2,1
8479,2,1,1,5713,10627,17000,240,0,263000,2,1
8480,3,0,1,1611,3082,12000,120,0,56000,2,0
8481,4,1,0,17218,15423,96000,180,0,131000,1,0
8482,2,1,0,10135,15447,147000,120,0,217000,2,1
8483,4,0,0,6486,1173,64000,180,0,238000,1,0
8484,0,0,0,2783,6133,65000,180,1,318000,1,1
8485,2,1,0,856,12306,87000,60,0,437000,1,1
8486,1,0,1,13420,4576,23000,60,1,73000,0,1
8487,0,1,0,9964,602,95000,180,0,359000,0,0
8488,3,0,1,519,11307,89000,60,0,81000,0,0
8489,4,0,1,7058,5341,41000,120,1,460000,2,1
8490,3,0,1,10463,630,102000,60,1,300000,2,1
8491,1,1,1,6314,2057,32000,180,0,442000,0,1
8492,4,1,1,4718,12580,132000,120,0,347000,1,0
8493,4,1,1,1082,11905,100000,120,0,286000,0,0
8494,4,1,1,11677,19787,105000,60,1,446000,0,1
8495,2,1,1,6957,10542,9000,60,1,243000,2,1
8496,5,0,0,359,10028,143000,240,0,14000,1,0
8497,3,1,1,19358,11028,36000,180,0,483000,2,1
8498,3,0,0,13820,8837,54000,180,1,180000,2,1
8499,3,0,0,12437,1800,149000,60,1,74000,1,0
8500,1,0,1,10086,357,15000,120,1,140000,0,1
8501,3,0,0,12401,1888,112000,180,0,267000,1,0
8502,1,0,0,11857,15104,27000,120,1,107000,2,1
8503,4,1,0,19750,19531,47000,120,1,1000,0,0
8504,2,0,1,17062,6211,10000,60,1,458000,1,1
8505,5,0,0,10120,1890,140000,240,0,470000,2,0
8506,3,1,1,5559,7913,4000,120,1,171000,2,1
8507,4,1,1,9481,5855,46000,120,0,105000,1,0
8508,4,1,0,1281,13198,32000,180,1,20000,0,0
8509,3,1,1,7838,2284,67000,60,0,362000,1,0
8510,0,0,0,1711,12868,22000,240,1,130000,0,1
8511,2,1,1,11944,3327,48000,120,1,225000,0,1
8512,3,1,0,5083,7396,11000,240,1,339000,0,0
8513,3,1,1,8721,5508,56000,180,0,352000,1,0
8514,3,0,0,17818,7047,66000,120,1,147000,0,0
8515,0,1,0,19125,13594,88000,240,1,178000,2,1
8516,3,1,0,10424,2261,32000,60,1,296000,1,1
8517,3,1,0,1379,5155,29000,120,0,499000,0,0
8518,2,0,1,6976,7005,136000,60,0,191000,0,0
8519,5,1,1,13475,9302,34000,120,0,33000,2,1
8520,4,1,0,14273,4325,16000,60,0,238000,0,0
8521,3,1,1,3706,9814,16000,180,1,171000,2,1
8522,1,1,1,845,10020,9000,240,1,55000,0,1
8523,3,0,0,2507,936,124000,120,0,81000,0,0
8524,1,1,1,12387,1070,13000,240,1,243000,1,1
8525,4,1,1,992,18464,25000,60,0,180000,0,0
8526,0,0,0,9935,5198,59000,240,1,444000,2,1
8527,0,1,1,8553,9693,95000,240,0,10000,1,1
8528,5,1,1,15664,14811,86000,120,0,211000,1,0
8529,2,0,1,10723,18038,87000,120,0,128000,1,1
8530,0,1,1,10938,4612,41000,60,1,490000,0,1
8531,5,0,1,11548,9749,148000,120,0,195000,2,0
8532,1,1,1,12732,13229,145000,180,0,52000,2,1
8533,3,1,0,12726,3170,65000,120,1,313000,1,1
8534,0,1,0,6276,13215,60000,180,1,266000,1,1
8535,5,0,0,8682,3778,145000,60,1,261000,2,1
8536,2,1,0,3873,4218,62000,60,1,201000,2,1
8537,4,0,0,12782,257,54000,60,0,188000,2,0
8538,1,1,1,17929,3085,75000,180,0,348000,2,1
8539,3,0,1,9209,4493,42000,180,0,170000,0,0
8540,5,1,1,7964,137,7000,240,1,35000,0,1
8541,3,1,0,10342,15397,21000,240,0,499000,0,0
8542,2,0,1,7496,6002,140000,240,0,469000,2,1
8543,1,0,1,3991,5585,68000,120,0,478000,2,1
8544,2,0,1,2893,4247,1000,120,0,47000,2,1
8545,1,1,0,8188,15572,11000,60,0,400000,2,1
8546,3,1,0,7587,13732,129000,120,0,166000,1,0
8547,0,1,1,2964,7614,75000,240,1,9000,0,1
8548,0,1,1,7931,1462,40000,240,1,146000,1,1
8549,5,0,1,6642,8614,31000,180,1,12000,1,1
8550,5,0,1,2851,13710,86000,120,1,319000,1,1
8551,5,1,0,18403,15448,101000,180,0,67000,0,0
8552,5,1,1,1261,4041,86000,60,1,399000,1,1
8553,1,1,1,5262,1515,1000,120,1,305000,1,1
8554,0,1,0,18482,11982,130000,120,1,368000,1,1
8555,0,1,1,17820,5110,34000,240,0,411000,2,1
8556,4,1,0,7155,1161,37000,180,1,153000,2,1
8557,5,1,1,3098,6883,65000,240,1,240000,1,1
8558,1,0,0,11135,7703,28000,60,1,440000,0,1
8559,1,0,1,15420,11107,145000,60,1,285000,0,1
8560,3,1,0,5083,34,104000,240,0,230000,0,0
8561,2,1,0,8580,11140,111000,60,0,184000,0,0
8562,2,1,1,15006,6416,136000,180,0,249000,0,1
8563,3,1,1,419,12544,130000,120,0,84000,0,0
8564,2,1,0,3388,18583,76000,180,0,353000,2,1
8565,4,0,0,17343,3640,68000,180,1,401000,0,0
8566,3,1,1,9862,4435,39000,60,0,30000,0,0
8567,0,0,1,2229,12032,124000,240,0,185000,1,1
8568,5,1,0,9359,19834,59000,180,0,85000,1,0
8569,4,0,1,13696,4124,20000,180,0,2000,1,0
8570,4,0,0,2545,12014,26000,60,1,217000,1,0
8571,4,0,0,8667,15531,88000,240,1,157000,2,1
8572,5,1,0,16,5557,131000,240,0,320000,2,0
8573,2,0,0,3875,33,130000,60,1,288000,0,1
8574,2,1,1,3199,16998,43000,60,0,141000,2,1
8575,4,0,1,19327,3291,87000,60,0,399000,0,0
8576,3,0,0,18689,9924,127000,120,1,184000,0,0
8577,3,0,0,9539,11087,47000,120,0,156000,0,0
8578,1,1,0,499,5103,146000,240,0,206000,1,1
8579,4,1,0,4755,2978,27000,60,0,196000,2,0
8580,1,1,0,10152,3032,103000,180,0,382000,2,1
8581,2,1,0,12613,2013,119000,60,0,444000,1,1
8582,5,1,0,13300,10069,1000,180,1,127000,1,1
8583,1,0,0,778,19874,51000,60,0,85000,2,1
8584,0,0,1,1996,7221,97000,120,1,282000,0,1
8585,2,0,0,2510,4699,140000,180,0,419000,2,1
8586,1,0,1,10221,11062,90000,180,1,419000,1,1
8587,5,1,1,10333,3731,41000,240,1,108000,0,1
8588,1,1,0,9660,7093,111000,180,1,32000,0,1
8589,4,0,0,7464,9737,58000,180,0,184000,0,0
8590,1,0,0,18862,2085,33000,180,1,317000,0,1
8591,2,0,0,7688,3329,41000,120,1,367000,0,1
8592,2,0,0,7688,8483,52000,240,0,34000,2,1
8593,5,1,1,578,16765,82000,60,1,456000,0,1
8594,1,0,0,2505,12041,146000,60,1,82000,1,1
8595,1,1,0,12299,5355,94000,120,0,432000,1,1
8596,2,0,0,6790,11137,61000,180,1,479000,0,1
8597,3,0,0,3181,5280,75000,120,0,497000,2,0
8598,2,0,1,4757,4028,31000,180,0,263000,0,0
8599,2,1,0,2921,550,115000,120,0,320000,1,1
8600,3,0,0,2222,5251,52000,120,0,18000,0,0
8601,3,0,0,19071,7633,124000,240,1,428000,0,0
8602,5,1,1,19983,205,106000,180,0,116000,0,0
8603,0,1,1,12428,9079,95000,180,0,240000,0,1
8604,5,1,0,11807,4658,35000,180,1,21000,2,1
8605,4,0,0,2227,4193,25000,240,0,135000,1,0
8606,1,1,0,596,7134,130000,240,0,491000,0,0
8607,4,0,1,19039,7645,65000,240,1,247000,2,1
8608,3,1,1,6968,2633,23000,240,0,175000,2,1
8609,3,0,1,15847,1141,77000,60,1,115000,1,1
8610,1,1,1,1224,12679,16000,60,0,351000,0,1
8611,2,0,0,402,17509,120000,240,0,389000,2,1
8612,2,0,0,10015,17115,48000,180,0,363000,0,0
8613,0,1,0,11645,1064,25000,120,1,416000,1,1
8614,3,0,0,15891,6769,26000,120,0,173000,0,0
8615,5,0,1,11322,7027,135000,240,1,289000,1,1
8616,1,0,0,2301,7019,138000,120,0,290000,2,1
8617,1,0,1,9851,3398,80000,60,0,24000,2,1
8618,5,1,1,17598,19259,131000,240,0,270000,0,0
8619,0,1,0,47,7872,67000,180,0,305000,1,1
8620,1,1,0,9696,2259,109000,180,1,256000,2,1
8621,2,1,0,17771,4914,84000,240,1,308000,0,1
8622,5,0,1,14778,5049,130000,240,1,111000,2,1
8623,3,0,1,7404,4054,67000,60,1,209000,1,1
8624,2,0,1,18936,15486,120000,120,1,204000,0,1
8625,0,0,1,19675,12193,142000,240,1,131000,0,1
8626,1,0,1,13530,8432,142000,180,0,264000,2,1
8627,5,0,1,12978,6966,102000,60,1,279000,2,1
8628,5,0,0,4058,14765,21000,60,1,251000,0,0
8629,3,1,0,5246,17532,143000,60,0,144000,1,0
8630,2,1,1,16724,1947,59000,240,1,481000,2,1
8631,4,1,1,11365,14738,12000,60,1,366000,2,1
8632,1,0,1,9249,1814,60000,120,0,329000,0,0
8633,5,0,0,18730,3010,119000,240,0,400000,2,0
8634,4,0,0,7203,9545,49000,60,0,264000,0,0
8635,1,0,1,17614,11635,73000,180,1,402000,1,1
8636,1,1,0,3016,9024,122000,180,1,440000,1,1
8637,0,0,1,17272,19491,108000,120,0,298000,0,0
8638,3,1,0,2312,15772,100000,60,1,478000,2,1
8639,1,1,0,7831,4533,22000,60,1,434000,2,1
8640,2,1,0,4145,4200,135000,180,0,23000,2,1
8641,0,1,1,8263,3975,118000,180,0,426000,2,1
8642,2,1,1,10820,524,134000,60,0,33000,0,1
8643,1,0,1,9426,10950,44000,60,0,90000,2,1
8644,2,0,1,9600,15776,38000,240,1,101000,0,1
8645,1,0,1,6937,10629,48000,240,0,162000,1,1
8646,3,1,1,17344,1954,55000,60,0,396000,2,1
8647,5,1,1,531,10507,93000,180,0,305000,2,1
8648,2,0,1,15457,12970,6000,120,0,139000,2,1
8649,5,1,0,19764,3564,32000,120,1,444000,2,1
8650,0,0,0,230,13886,97000,60,0,335000,2,1
8651,5,1,0,5041,4987,147000,240,1,176000,0,0
8652,1,0,1,670,6433,8000,180,0,282000,1,1
8653,3,0,1,6850,10526,51000,120,1,362000,2,1
8654,2,0,1,9701,9681,27000,240,0,10000,2,1
8655,2,1,0,1928,9058,106000,120,1,145000,1,1
8656,0,1,1,10666,3825,29000,120,1,470000,2,1
8657,5,0,0,7985,3856,29000,180,0,49000,1,0
8658,3,1,1,17329,6147,94000,120,1,187000,0,1
8659,1,0,0,10170,5311,4000,60,0,86000,2,1
8660,0,1,1,18233,4186,140000,180,1,372000,0,1
8661,4,1,0,468,15147,143000,240,1,271000,1,1
8662,3,1,0,672,687,38000,120,0,49000,1,0
8663,0,1,0,4554,3622,43000,120,0,103000,1,1
8664,2,1,1,13605,7249,65000,180,0,193000,0,1
8665,4,0,0,18881,9934,8000,60,1,436000,1,0
8666,3,0,1,12014,11074,23000,240,0,302000,0,0
8667,0,0,0,8800,6079,16000,180,0,315000,2,1
8668,1,0,0,8011,1087,104000,240,0,224000,2,1
8669,1,1,0,4497,13929,147000,60,1,184000,2,1
8670,1,0,0,1818,4191,65000,180,1,214000,0,1
8671,4,0,0,19560,10693,138000,120,0,184000,2,0
8672,0,0,0,10251,14528,126000,180,0,384000,1,0
8673,5,0,1,9859,14212,119000,120,1,315000,0,0
8674,4,0,1,8423,5694,112000,180,1,105000,2,1
8675,2,1,1,9426,1128,53000,60,0,146000,1,1
8676,2,1,0,9068,1925,35000,180,1,260000,2,1
8677,0,1,1,10841,13654,15000,120,0,36000,2,1
8678,3,1,1,7996,6312,17000,240,0,121000,2,1
8679,5,0,0,11891,14763,27000,60,0,336000,1,0
8680,1,1,1,54,18227,76000,240,1,198000,0,1
8681,0,1,0,19417,302,106000,240,0,388000,1,1
8682,5,0,0,12420,1405,13000,240,1,141000,0,0
8683,4,0,0,5315,6150,65000,180,0,87000,1,0
8684,1,1,1,12374,10241,144000,180,1,216000,2,1
8685,2,0,0,5613,4462,117000,120,0,144000,2,1
8686,0,1,0,10830,19919,149000,240,0,247000,2,1
8687,0,0,1,6077,3269,59000,240,1,129000,2,1
8688,1,1,1,11102,1598,36000,60,0,378000,1,1
8689,2,1,0,4004,9034,119000,180,0,398000,2,1
8690,5,1,0,13998,6596,6000,60,1,91000,1,1
8691,2,0,1,9666,13640,13000,180,0,392000,1,1
8692,2,0,1,17666,3273,108000,120,1,162000,0,1
8693,4,1,1,9390,2029,131000,240,1,420000,1,1
8694,1,0,0,7899,10200,58000,240,1,214000,1,1
8695,3,1,0,3094,7073,6000,180,0,428000,1,0
8696,4,1,1,7612,10135,87000,120,1,402000,1,1
8697,5,1,0,9348,13397,61000,120,0,471000,1,0
8698,1,1,1,4143,6680,78000,180,0,181000,2,1
8699,2,1,0,15874,11673,86000,60,1,268000,0,1
8700,5,1,0,4776,17968,99000,180,0,174000,1,0
8701,3,1,0,15774,11891,27000,240,1,50000,0,0
8702,2,1,1,1738,11752,93000,60,1,391000,2,1
8703,1,0,1,6160,6476,52000,240,0,409000,1,1
8704,1,0,1,3401,8210,45000,60,0,31000,1,1
8705,5,0,0,9019,4556,123000,60,0,432000,2,0
8706,1,0,0,15087,12254,32000,180,1,266000,2,1
8707,1,0,1,19922,7784,71000,240,1,58000,2,1
8708,0,0,1,3266,7628,149000,120,0,49000,0,0
8709,2,0,0,12093,2234,74000,60,0,42000,1,0
8710,4,1,1,7333,5220,119000,180,1,18000,1,1
8711,5,0,1,1436,626,60000,120,1,275000,1,1
8712,4,0,0,3838,12325,90000,120,1,486000,1,0
8713,0,1,1,6826,14027,64000,240,0,250000,0,1
8714,5,0,0,8248,4666,36000,60,1,136000,2,1
8715,1,0,1,11717,512,75000,60,0,482000,1,1
8716,1,0,1,10985,6227,31000,180,0,284000,0,0
8717,2,1,0,19660,19296,110000,120,0,137000,0,0
8718,4,1,1,3445,3314,149000,120,1,277000,2,1
8719,5,1,1,12746,8000,40000,180,0,228000,2,1
8720,5,0,0,6548,11588,79000,60,0,427000,0,0
8721,2,1,0,9842,1392,1000,120,1,482000,2,1
8722,1,0,1,18,338,52000,240,0,137000,2,1
8723,0,0,0,11946,19888,46000,180,1,389000,1,1
8724,3,1,0,12629,19512,110000,180,0,325000,1,0
8725,2,1,1,10637,11235,143000,240,1,253000,0,1
8726,1,0,1,547,5750,118000,180,1,340000,2,1
8727,5,0,0,3979,6884,48000,240,0,156000,0,0
8728,3,0,1,7205,965,95000,240,0,401000,1,0
8729,5,0,0,9107,7544,65000,240,0,253000,0,0
8730,5,1,0,11398,7403,64000,240,0,40000,1,0
8731,3,1,1,10644,18531,41000,240,1,396000,0,1
8732,3,1,1,14912,9330,24000,240,0,204000,1,0
8733,4,0,0,12128,15839,114000,120,1,302000,2,1
8734,0,1,1,13848,19733,147000,120,1,121000,1,1
8735,2,0,0,1489,1386,107000,180,1,370000,0,1
8736,4,1,0,3624,5148,72000,180,1,119000,1,1
8737,1,1,0,1584,9631,86000,60,0,272000,0,0
8738,4,1,0,8254,11722,38000,180,0,332000,2,0
8739,4,0,0,4051,8744,121000,60,0,440000,0,0
8740,4,0,0,17890,15797,112000,240,0,131000,0,0
8741,5,1,1,10278,12081,121000,180,0,298000,0,0
8742,4,1,0,157,14901,125000,120,0,145000,2,0
8743,3,1,1,1581,12544,129000,180,1,92000,0,1
8744,4,0,0,18168,15647,124000,120,1,335000,0,0
8745,0,1,1,3624,7075,17000,120,0,204000,1,1
8746,0,0,1,2018,10132,26000,180,0,349000,1,1
8747,0,1,1,11479,4682,44000,120,1,223000,0,1
8748,5,1,0,758,12245,7000,240,1,93000,2,1
8749,5,1,1,19904,11222,121000,60,0,405000,2,1
8750,4,1,1,14747,9338,137000,240,1,332000,2,1
8751,2,0,0,5679,15410,102000,240,1,395000,1,1
8752,0,1,0,5229,1891,130000,120,1,430000,0,1
8753,2,0,0,11229,10977,49000,180,1,490000,2,1
8754,3,1,0,1020,1550,19000,120,1,332000,0,0
8755,4,1,1,15571,10071,97000,180,0,117000,1,0
8756,4,0,0,11474,11241,134000,120,1,146000,1,0
8757,0,0,0,4752,8364,71000,180,1,349000,0,1
8758,2,0,0,4379,4522,6000,120,1,212000,1,1
8759,2,1,0,13352,15693,144000,120,0,183000,0,0
8760,4,1,1,6400,8316,122000,180,1,480000,1,1
8761,4,0,1,2447,17365,139000,60,0,219000,2,0
8762,1,1,1,17971,2364,115000,120,1,102000,2,1
8763,3,1,0,8535,5916,59000,240,1,487000,2,1
8764,3,0,0,3634,19525,10000,180,1,116000,1,0
8765,5,1,0,12662,2927,76000,180,0,198000,2,0
8766,5,1,1,8005,7496,61000,180,1,133000,1,1
8767,1,1,0,3018,3007,9000,180,0,442000,1,1
8768,2,0,0,7338,12704,53000,120,1,152000,1,1
8769,4,1,1,8705,14909,55000,60,0,215000,0,0
8770,2,0,1,3443,6469,145000,120,1,4000,0,1
8771,2,1,0,1331,3750,126000,180,1,62000,1,0
8772,1,1,0,9485,5726,16000,180,0,18000,0,0
8773,0,1,1,1363,2523,5000,120,1,274000,1,1
8774,4,1,0,11492,15195,79000,240,1,209000,1,1
8775,2,1,0,6662,4117,70000,60,1,109000,1,1
8776,3,0,0,10788,10500,124000,60,1,265000,1,0
8777,5,1,1,7826,5398,12000,60,0,377000,1,0
8778,4,0,1,6115,2348,59000,60,0,459000,2,0
8779,4,0,1,2682,579,143000,240,0,256000,2,0
8780,5,1,0,7869,841,128000,60,0,368000,0,0
8781,5,1,1,6408,7280,44000,120,1,397000,2,1
8782,2,0,0,15551,5544,67000,120,0,101000,1,0
8783,2,1,1,10540,6811,43000,60,0,196000,2,1
8784,1,0,1,6216,2524,46000,240,1,349000,1,1
8785,4,1,0,10276,4221,71000,240,1,493000,1,1
8786,3,1,1,7948,13559,12000,60,1,68000,1,1
8787,4,1,0,15484,12126,85000,240,1,268000,0,0
8788,2,0,0,17242,18715,67000,180,0,363000,0,0
8789,4,0,1,15895,19240,34000,60,0,368000,1,0
8790,2,1,0,7072,1778,90000,60,1,425000,0,1
8791,5,0,0,15438,9758,126000,120,0,326000,2,0
8792,4,0,0,6669,17149,54000,240,0,85000,0,0
8793,1,1,0,1111,9774,69000,240,0,151000,0,0
8794,3,0,0,17207,2602,14000,180,1,200000,0,0
8795,1,1,0,3050,9477,117000,240,1,177000,0,1
8796,4,0,1,12542,10986,123000,120,1,289000,2,1
8797,3,0,1,5632,8385,49000,120,0,377000,0,0
